sentence1,sentence2,label
"Зэлмийн шимж асгасан цус, тэдний суусан орчны газрыг намаг болгожээ.","Зэлмийн шимж асгасан цус нь суусан орчны газрыг намаг болгожээ.","1"
"Чингис хаан бас өгүүлрүүн: «Намайг ийм болж хэвтэн байтал, чи яагаад нүцгэн гүйж одов?»","Чингис хаан асуув: «Намайг ийм байдалд байхад, чи яагаад нүцгэн гүйж одов?»","1"
"Чингис хаан, Сорхон-шар, Зэв хоёр нэг газар ирж уулзав.","Чингис хаан, Сорхон-шар, Зэв хоёр уулзах гэж ирэв.","1"
"Сорхон-шар, Хадаан нэртэй эмэгтэйг аварчээ.","Сорхон-шар Хадаан нэртэй эмэгтэйг аварсан.","1"
"Зэв уул дээрээс харвасан хүний нэр нь Зэв гэдэг.","Зэв уулнаас харвасан хүн бөгөөд түүний нэр Зэв.","1"
"Чингис хаан Зэвийг шинэ нэр өгчээ.","Чингис хаан Зэвийн шинэ нэрийг зарлав.","1"
"Эмэгтэй хүний уйлах дуу Чингис хааны анхаарлыг татжээ.","Чингис хаан эмэгтэй хүний уйлах дууг сонсоод анхаарал хандуулжээ.","1"
"Чингис хаан нүцгэн гүйсэн эмэгтэйн хувцасны тухай мэдэхийг хүссэн.","Чингис хаан нүцгэн гүйсэн эмэгтэйн хувцасны талаар асуусан.","1"
"Хаданууд цэргийн хамт хурдан нүүж үл чадах учраас хоцорчээ.","Хаданууд цэргийн хамт хурдан нүүж чадахгүй учраас хоцорсон.","1"
"Зэвийн зоригт чанар Чингис хаанд үнэлэгдэж, нэр өгчээ.","Зэвийн зоригийг Чингис хаан үнэлж, шинэ нэр өгсөн.","1"
"Зэвийг Чингис хаан зэв мэт хамгаалж яв гэж зарлиг болов.","Чингис хаан Зэвийг зэв шиг хамгаалагтун гэж зарлигласан.","1"
"Чингис хаан Сорхон-шарын хэлсэн үгсийг сонсоод түүнийг хайрласан.","Чингис хаан Сорхон-шарын үгийг сонсоод түүнийг хүндэтгэсэн.","1"
"Сорхон-шар Чингис хаанд зүтгэж, эрийг нь аварчээ.","Сорхон-шар Чингис хаанд зүтгэж, эрийг нь аварсан.","1"
"Зэвийн тайчуудтай харьцсан үг Чингис хааны сэтгэлд нийцсэн.","Зэвийн тайчуудтай харьцсан үг Чингис хааны сэтгэлд нийцсэн.","1"
"Чингис хаан Зэвийн амыг цэгийн морины аман хүзүүгээр харвасан гэж мэдэгджээ.","Чингис хаан Зэвийн амыг цагаан хул морины аман хүзүүгээр харвасан гэж зарласан.","1"
"Сорхон-шар, Чингис хааны зарлигийг сонсоод баярласан.","Сорхон-шар Чингис хааны зарлигийг сонсоод баярласан.","1"
"Зэвийн цэргүүд дайсны амь насыг хамгаалахад мэргэжилтэй.","Зэвийн цэргүүд дайсны амь насыг хамгаалахдаа мэргэжилтэй.","1"
"Хүйтэн газар уулнаас харвасан хүн нь Зэв гэж мэдэгджээ.","Хүйтэн газар уулнаас харвасан хүн Зэв гэж тодорхойлогдсон.","1"
"Чингис хаан Зэвийн хариултанд сэтгэл ханамжтай байв.","Чингис хаан Зэвийн хариултанд сэтгэл ханамжтай байсан.","1"
"Чингис хаан Сорхон-шар болон Зэв хоёртой хамтдаа цагийг өнгөрүүлсэн.","Чингис хаан Сорхон-шар болон Зэвтэй хамт цагийг өнгөрүүлсэн.","1"
"Зэвийн аман хүзүүг харвасан нь Чингис хааны зөвшөөрөлтэй байсан.","Зэвийн аман хүзүүг харвасан нь Чингис хааны зөвшөөрсөн.","1"
"Чингис хаан, тэнд тайчуудыг довтолж Аучу баатар, Ходун орчан, Худуудар зэргийн тайчуудын язгууртныг ургийн ураг хүртэл үнсэн товрог болгож хядав.","Чингис хаан тайчуудыг довтолж Аучу баатар, Ходун орчан, Худуудар зэргийн тайчуудын язгууртныг хүртэл үнсэн товрог болгож хядав.","1"
"Улс иргэний нь нүүлгэж, Чингис хаан, Хубахаяа (Ухаа хаяа) гэдэг газар ирж өвөлжив.","Чингис хаан улсыг нүүлгэж, Хубахаяа гэдэг газар ирж өвөлжсөн.","1"
"Эзний зарлигийг дагаж Зэлмэ, Чуу мэргэн, Шигихутуг гурвуул нэг хэсэг болов.","Эзний зарлигийг дагаж Зэлмэ, Чуу мэргэн, Шигихутуг гурвуул тусдаа хэсэг болж ажиллав.","1"
"Боорчи, Борохул, Мухулай гурвуул нэг хэсэг болов.","Боорчи, Борохул, Мухулай гурвуул нэг бүлэг болж ажиллав.","1"
"Эзэн бусад зургаан сайдаа авч мөр хайж, бараа харж, Чахарай ханыг арлаж, Жалман ханыг өлгийлж явтал эзний дороос","Эзэн бусад зургаан сайдыг авч мөр хайж, Чахарай ханыг арлаж, Жалман ханыг өлгийлж явсан.","1"
"Халтар тэх Харайн гүйхэд эзэн Толбот бор мориороо Довтлон гүйцэж Агссан нумаа Ангайлган татаж Алтан сумаа Алдлан тэлж Алаг тэхийг Атиртал харваж","Халтар тэх гүйж ирэхэд эзэн Толбот бор мориороо довтолж, агссан нумаа ангайлган татаж, алтан сумаа алдлан тэлж, алаг тэхийг харваж.","1"
"Бор зүрх минь Бол бол хийв Богино хавирга минь Шир шир хийв.","Бор зүрх минь хийсвэр байсан, богино хавирга минь шир шир хийж байсан.","1"
"Өндөр уулын цаадах Өргөн шар талд Гурван хар тугтай Гурван зуун дайсан байна.","Өндөр уулын цаадах шар талд гурван хар тугтай гурван зуун дайсан байж байна.","1"
"Гурван зуун дайсны Хошууч баатар нь Зээрд морио унаж Зэвт сумаа дэлж Бат хуягаа өмсөж","Гурван зуун дайсны хошууч баатар зээрд морио унаж, зэвт сумаа дэлгэж, бат хуягаа өмссөн.","1"
"Баруун тийш ширвэж Зүүн тийш ажиглаж Зүү мэт жирвэлзэж Утас мэт улалзаж явна.","Баруун тийш ширвэж, зүүн тийш ажиглаж, зүү мэт жирвэлзэж, утас мэт улалзаж явж байна.","1"
"Үхэх амиа Хайрлахгүй Үгүйрэх малаа Харамлахгүй","Үхэх амиа хайрлахгүй, үгүйрэх малаа харамлахгүй.","1"
"Үзэгдэх дайсныг Халтиртал дайрч Замдаа тохиолдсоныг Зад цохиж","Үзэгдэх дайсныг халтартал дайрч, замдаа тохиолдсоныг зад цохих","1"
